ConstituentID,DateAcquired,Gender,Gender_NM,Department,,Decade,MPD_A,MPD_M,MPD_NM,,M in 1960,NM in 1960,M in 2000,NM in 2000
39331,2011,male,male,Photography,,,,,,,,,,
40029,2011,male,male,Architecture & Design,,,,,,,,,,
40190,2011,male,male,Architecture & Design,,,,,,,,,,
38839,2011,male,male,Drawings & Prints,,,,,,,,,,
39113,2011,male,male,Architecture & Design,,,,,,,,,,
39218,2011,male,male,Architecture & Design,,,,,,,,,,
34250,2011,male,male,Drawings & Prints,,,,,,,,,,
39391,2011,male,male,Media and Performance,,,,,,,,,,
40442,2011,male,male,Architecture & Design,,,,,,,,,,
39487,2011,male,male,Media and Performance,,,,,,,,,,
40577,2011,male,male,Drawings & Prints,,,,,,,,,,
34220,2011,female,non-male,Drawings & Prints,,,,,,,,,,
40578,2011,male,male,Drawings & Prints,,,,,,,,,,
40579,2011,male,male,Drawings & Prints,,,,,,,,,,
39156,2011,male,male,Architecture & Design,,,,,,,,,,
39128,2011,female,non-male,Architecture & Design,,,,,,,,,,
35252,2011,male,male,Media and Performance,,,,,,,,,,
33210,2011,male,male,Architecture & Design,,,,,,,,,,
39112,2011,female,non-male,Architecture & Design,,,,,,,,,,
39282,2011,female,non-male,Architecture & Design,,,,,,,,,,
39281,2011,female,non-male,Architecture & Design,,,,,,,,,,
39279,2011,female,non-male,Architecture & Design,,,,,,,,,,
39278,2011,female,non-male,Architecture & Design,,,,,,,,,,
39277,2011,female,non-male,Architecture & Design,,,,,,,,,,
39276,2011,female,non-male,Architecture & Design,,,,,,,,,,
39275,2011,female,non-male,Architecture & Design,,,,,,,,,,
39274,2011,female,non-male,Architecture & Design,,,,,,,,,,
39272,2011,female,non-male,Architecture & Design,,,,,,,,,,
39271,2011,female,non-male,Architecture & Design,,,,,,,,,,
39270,2011,female,non-male,Architecture & Design,,,,,,,,,,
39268,2011,female,non-male,Architecture & Design,,,,,,,,,,
38687,2011,female,non-male,Drawings & Prints,,,,,,,,,,
38774,2011,male,male,Photography,,,,,,,,,,
39621,2011,female,non-male,Painting & Sculpture,,,,,,,,,,
38694,2011,female,non-male,Painting & Sculpture,,,,,,,,,,
39193,2011,male,male,Media and Performance,,,,,,,,,,
39192,2011,female,non-male,Media and Performance,,,,,,,,,,
38338,2011,female,non-male,Drawings & Prints,,,,,,,,,,
38736,2011,male,male,Photography,,,,,,,,,,
30081,2011,male,male,Drawings & Prints,,,,,,,,,,
38739,2011,male,male,Photography,,,,,,,,,,
40410,2011,male,male,Photography,,,,,,,,,,
38858,2011,female,non-male,Photography,,,,,,,,,,
40411,2011,male,male,Photography,,,,,,,,,,
38859,2011,female,non-male,Photography,,,,,,,,,,
37044,2011,male,male,Media and Performance,,,,,,,,,,
39639,2011,male,male,Photography,,,,,,,,,,
39641,2011,male,male,Painting & Sculpture,,,,,,,,,,
38946,2011,male,male,Drawings & Prints,,,,,,,,,,
38901,2011,male,male,Painting & Sculpture,,,,,,,,,,
35399,2011,male,male,Drawings & Prints,,,,,,,,,,
38921,2011,male,male,Architecture & Design,,,,,,,,,,
40383,2011,male,male,Photography,,,,,,,,,,
38865,2011,female,non-male,Architecture & Design,,,,,,,,,,
39845,2011,male,male,Architecture & Design,,,,,,,,,,
49165,2011,male,male,Architecture & Design,,,,,,,,,,
42362,2012,male,male,Architecture & Design,,,,,,,,,,
39155,2012,male,male,Architecture & Design,,,,,,,,,,
42469,2012,female,non-male,Drawings & Prints,,,,,,,,,,
41804,2012,female,non-male,Media and Performance,,,,,,,,,,
41105,2012,female,non-male,Drawings & Prints,,,,,,,,,,
41131,2012,male,male,Drawings & Prints,,,,,,,,,,
41148,2012,male,male,Architecture & Design,,,,,,,,,,
41169,2012,female,non-male,Drawings & Prints,,,,,,,,,,
41170,2012,female,non-male,Drawings & Prints,,,,,,,,,,
41191,2012,male,male,Photography,,,,,,,,,,
41199,2012,female,non-male,Architecture & Design,,,,,,,,,,
41212,2012,female,non-male,Photography,,,,,,,,,,
42620,2012,male,male,Drawings & Prints,,,,,,,,,,
41033,2012,male,male,Architecture & Design,,,,,,,,,,
40859,2012,female,non-male,Photography,,,,,,,,,,
40870,2012,male,male,Photography,,,,,,,,,,
40994,2012,male,male,Painting & Sculpture,,,,,,,,,,
40998,2012,male,male,Media and Performance,,,,,,,,,,
40999,2012,female,non-male,Media and Performance,,,,,,,,,,
40513,2012,male,male,Painting & Sculpture,,,,,,,,,,
40552,2012,male,male,Film,,,,,,,,,,
42265,2012,male,male,Architecture & Design,,,,,,,,,,
39560,2012,male,male,Architecture & Design,,,,,,,,,,
41332,2012,male,male,Drawings & Prints,,,,,,,,,,
41431,2012,male,male,Architecture & Design,,,,,,,,,,
41440,2012,male,male,Photography,,,,,,,,,,
39961,2012,female,non-male,Drawings & Prints,,,,,,,,,,
38991,2012,male,male,Painting & Sculpture,,,,,,,,,,
41333,2012,male,male,Painting & Sculpture,,,,,,,,,,
38915,2012,female,non-male,Media and Performance,,,,,,,,,,
41345,2012,male,male,Media and Performance,,,,,,,,,,
35212,2012,female,non-male,Photography,,,,,,,,,,
41288,2012,male,male,Architecture & Design,,,,,,,,,,
133414,2012,male,male,Architecture & Design,,,,,,,,,,
42483,2012,male,male,Architecture & Design,,,,,,,,,,
133211,2012,female,non-male,Architecture & Design,,,,,,,,,,
42479,2012,male,male,Architecture & Design,,,,,,,,,,
39654,2012,male,male,Architecture & Design,,,,,,,,,,
41298,2012,male,male,Architecture & Design,,,,,,,,,,
41299,2012,male,male,Architecture & Design,,,,,,,,,,
41302,2012,male,male,Architecture & Design,,,,,,,,,,
41303,2012,male,male,Architecture & Design,,,,,,,,,,
42279,2012,male,male,Architecture & Design,,,,,,,,,,
68811,2012,male,male,Architecture & Design,,,,,,,,,,
42283,2012,male,male,Architecture & Design,,,,,,,,,,
42282,2012,male,male,Architecture & Design,,,,,,,,,,
41307,2012,female,non-male,Architecture & Design,,,,,,,,,,
41954,2012,male,male,Architecture & Design,,,,,,,,,,
41287,2012,male,male,Architecture & Design,,,,,,,,,,
41223,2012,male,male,Drawings & Prints,,,,,,,,,,
8490,2012,male,male,Architecture & Design,,,,,,,,,,
42242,2012,male,male,Architecture & Design,,,,,,,,,,
41284,2012,male,male,Architecture & Design,,,,,,,,,,
42244,2012,male,male,Architecture & Design,,,,,,,,,,
75341,2012,male,male,Architecture & Design,,,,,,,,,,
42280,2012,female,non-male,Architecture & Design,,,,,,,,,,
41953,2012,male,male,Architecture & Design,,,,,,,,,,
41314,2012,male,male,Architecture & Design,,,,,,,,,,
41325,2012,female,non-male,Drawings & Prints,,,,,,,,,,
41278,2012,male,male,Photography,,,,,,,,,,
41271,2012,male,male,Painting & Sculpture,,,,,,,,,,
41244,2012,female,non-male,Drawings & Prints,,,,,,,,,,
42340,2012,male,male,Painting & Sculpture,,,,,,,,,,
42643,2012,female,non-male,Media and Performance,,,,,,,,,,
42457,2012,female,non-male,Drawings & Prints,,,,,,,,,,
19529,2012,male,male,Drawings & Prints,,,,,,,,,,
42454,2012,female,non-male,Drawings & Prints,,,,,,,,,,
42455,2012,female,non-male,Photography,,,,,,,,,,
29732,2012,male,male,Architecture & Design,,,,,,,,,,
42466,2012,male,male,Architecture & Design,,,,,,,,,,
42366,2012,male,male,Architecture & Design,,,,,,,,,,
42465,2012,male,male,Drawings & Prints,,,,,,,,,,
42464,2012,male,male,Drawings & Prints,,,,,,,,,,
42323,2012,female,non-male,Photography,,,,,,,,,,
42309,2012,male,male,Architecture & Design,,,,,,,,,,
42491,2012,male,male,Photography,,,,,,,,,,
42336,2012,female,non-male,Painting & Sculpture,,,,,,,,,,
31292,2012,female,non-male,Painting & Sculpture,,,,,,,,,,
31672,2012,male,male,Painting & Sculpture,,,,,,,,,,
42367,2012,male,male,Architecture & Design,,,,,,,,,,
41952,2012,male,male,Architecture & Design,,,,,,,,,,
41664,2012,male,male,Media and Performance,,,,,,,,,,
39164,2012,male,male,Architecture & Design,,,,,,,,,,
32768,2012,female,non-male,Painting & Sculpture,,,,,,,,,,
41987,2012,male,male,Drawings & Prints,,,,,,,,,,
41986,2012,male,male,Drawings & Prints,,,,,,,,,,
41988,2012,male,male,Drawings & Prints,,,,,,,,,,
41650,2012,female,non-male,Photography,,,,,,,,,,
42186,2012,male,male,Architecture & Design,,,,,,,,,,
42184,2012,male,male,Architecture & Design,,,,,,,,,,
41665,2012,male,male,Drawings & Prints,,,,,,,,,,
41635,2012,male,male,Architecture & Design,,,,,,,,,,
40559,2012,male,male,Media and Performance,,,,,,,,,,
42012,2012,female,non-male,Photography,,,,,,,,,,
42293,2012,female,non-male,Photography,,,,,,,,,,
41920,2012,male,male,Film,,,,,,,,,,
35162,2012,male,male,Media and Performance,,,,,,,,,,
41715,2012,female,non-male,Drawings & Prints,,,,,,,,,,
41583,2012,male,male,Media and Performance,,,,,,,,,,
41578,2012,male,male,Drawings & Prints,,,,,,,,,,
41561,2012,male,male,Architecture & Design,,,,,,,,,,
13929,2012,male,male,Photography,,,,,,,,,,
41797,2012,male,male,Drawings & Prints,,,,,,,,,,
42490,2012,female,non-male,Architecture & Design,,,,,,,,,,
42485,2012,male,male,Drawings & Prints,,,,,,,,,,
37691,2012,male,male,Photography,,,,,,,,,,
41822,2012,male,male,Architecture & Design,,,,,,,,,,
41817,2012,male,male,Architecture & Design,,,,,,,,,,
42000,2012,male,male,Architecture & Design,,,,,,,,,,
41830,2012,male,male,Architecture & Design,,,,,,,,,,
41828,2012,female,non-male,Painting & Sculpture,,,,,,,,,,
42266,2012,male,male,Architecture & Design,,,,,,,,,,
42596,2012,male,male,Architecture & Design,,,,,,,,,,
41775,2012,male,male,Painting & Sculpture,,,,,,,,,,
39997,2012,female,non-male,Media and Performance,,,,,,,,,,
41829,2013,male,male,Drawings & Prints,,,,,,,,,,
42576,2013,male,male,Drawings & Prints,,,,,,,,,,
29689,2013,male,male,Architecture & Design,,,,,,,,,,
42616,2013,male,male,Photography,,,,,,,,,,
39882,2013,male,male,Photography,,,,,,,,,,
42969,2013,male,male,Photography,,,,,,,,,,
43705,2013,male,male,Drawings & Prints,,,,,,,,,,
40841,2013,female,non-male,Media and Performance,,,,,,,,,,
44110,2013,male,male,Photography,,,,,,,,,,
43700,2013,male,male,Architecture & Design,,,,,,,,,,
28426,2013,female,non-male,Drawings & Prints,,,,,,,,,,
43747,2013,male,male,Media and Performance,,,,,,,,,,
37616,2013,male,male,Media and Performance,,,,,,,,,,
43752,2013,female,non-male,Media and Performance,,,,,,,,,,
32993,2013,male,male,Architecture & Design,,,,,,,,,,
43520,2013,male,male,Painting & Sculpture,,,,,,,,,,
43687,2013,male,male,Architecture & Design,,,,,,,,,,
43559,2013,male,male,Drawings & Prints,,,,,,,,,,
43688,2013,male,male,Architecture & Design,,,,,,,,,,
43690,2013,male,male,Architecture & Design,,,,,,,,,,
43693,2013,male,male,Architecture & Design,,,,,,,,,,
43694,2013,male,male,Architecture & Design,,,,,,,,,,
43660,2013,male,male,Architecture & Design,,,,,,,,,,
42333,2013,male,male,Drawings & Prints,,,,,,,,,,
43766,2013,male,male,Architecture & Design,,,,,,,,,,
43459,2013,male,male,Photography,,,,,,,,,,
43457,2013,male,male,Drawings & Prints,,,,,,,,,,
43442,2013,male,male,Drawings & Prints,,,,,,,,,,
41446,2013,male,male,Drawings & Prints,,,,,,,,,,
43441,2013,female,non-male,Drawings & Prints,,,,,,,,,,
43440,2013,male,male,Drawings & Prints,,,,,,,,,,
43438,2013,female,non-male,Drawings & Prints,,,,,,,,,,
43437,2013,male,male,Drawings & Prints,,,,,,,,,,
43434,2013,female,non-male,Drawings & Prints,,,,,,,,,,
43433,2013,male,male,Drawings & Prints,,,,,,,,,,
43431,2013,male,male,Drawings & Prints,,,,,,,,,,
43430,2013,male,male,Drawings & Prints,,,,,,,,,,
41451,2013,male,male,Drawings & Prints,,,,,,,,,,
43439,2013,male,male,Drawings & Prints,,,,,,,,,,
26620,2013,female,non-male,Photography,,,,,,,,,,
43480,2013,male,male,Painting & Sculpture,,,,,,,,,,
42442,2013,female,non-male,Architecture & Design,,,,,,,,,,
43501,2013,male,male,Drawings & Prints,,,,,,,,,,
45944,2013,female,non-male,Photography,,,,,,,,,,
43499,2013,male,male,Drawings & Prints,,,,,,,,,,
42158,2013,female,non-male,Photography,,,,,,,,,,
43396,2013,male,male,Photography,,,,,,,,,,
43357,2013,male,male,Drawings & Prints,,,,,,,,,,
36363,2013,male,male,Painting & Sculpture,,,,,,,,,,
43281,2013,female,non-male,Architecture & Design,,,,,,,,,,
26614,2013,male,male,Film,,,,,,,,,,
32280,2013,male,male,Film,,,,,,,,,,
43062,2013,female,non-male,Film,,,,,,,,,,
26662,2013,male,male,Film,,,,,,,,,,
44718,2013,male,male,Film,,,,,,,,,,
44717,2013,male,male,Film,,,,,,,,,,
44716,2013,male,male,Film,,,,,,,,,,
44715,2013,male,male,Film,,,,,,,,,,
44714,2013,male,male,Film,,,,,,,,,,
32354,2013,male,male,Film,,,,,,,,,,
42851,2013,male,male,Drawings & Prints,,,,,,,,,,
42972,2013,female,non-male,Drawings & Prints,,,,,,,,,,
42987,2013,female,non-male,Photography,,,,,,,,,,
44660,2013,female,non-male,Media and Performance,,,,,,,,,,
43051,2013,female,non-male,Photography,,,,,,,,,,
43150,2013,female,non-male,Drawings & Prints,,,,,,,,,,
43146,2013,male,male,Media and Performance,,,,,,,,,,
11967,2013,male,male,Drawings & Prints,,,,,,,,,,
43090,2013,male,male,Architecture & Design,,,,,,,,,,
42017,2013,male,male,Film,,,,,,,,,,
44700,2013,male,male,Painting & Sculpture,,,,,,,,,,
44707,2013,male,male,Film,,,,,,,,,,
39853,2013,male,male,Media and Performance,,,,,,,,,,
44702,2013,male,male,Media and Performance,,,,,,,,,,
39957,2013,male,male,Media and Performance,,,,,,,,,,
43105,2013,male,male,Film,,,,,,,,,,
37009,2013,male,male,Film,,,,,,,,,,
21439,2013,male,male,Architecture & Design,,,,,,,,,,
38914,2013,female,non-male,Media and Performance,,,,,,,,,,
32305,2013,male,male,Film,,,,,,,,,,
32041,2013,male,male,Film,,,,,,,,,,
32299,2013,male,male,Film,,,,,,,,,,
42906,2013,female,non-male,Photography,,,,,,,,,,
41251,2013,male,male,Painting & Sculpture,,,,,,,,,,
42863,2013,male,male,Drawings & Prints,,,,,,,,,,
42858,2013,female,non-male,Drawings & Prints,,,,,,,,,,
44336,2013,male,male,Photography,,,,,,,,,,
44884,2013,male,male,Media and Performance,,,,,,,,,,
44883,2013,female,non-male,Media and Performance,,,,,,,,,,
28461,2013,female,non-male,Painting & Sculpture,,,,,,,,,,
42753,2013,female,non-male,Photography,,,,,,,,,,
42752,2013,female,non-male,Photography,,,,,,,,,,
42751,2013,female,non-male,Photography,,,,,,,,,,
42749,2013,female,non-male,Photography,,,,,,,,,,
42750,2013,male,male,Photography,,,,,,,,,,
42627,2013,male,male,Media and Performance,,,,,,,,,,
42856,2013,male,male,Drawings & Prints,,,,,,,,,,
20354,2013,male,male,Photography,,,,,,,,,,
42816,2013,male,male,Photography,,,,,,,,,,
42787,2013,female,non-male,Drawings & Prints,,,,,,,,,,
44323,2013,male,male,Painting & Sculpture,,,,,,,,,,
5902,2013,male,male,Drawings & Prints,,,,,,,,,,
47764,2013,male,male,Drawings & Prints,,,,,,,,,,
48766,2013,female,non-male,Drawings & Prints,,,,,,,,,,
8944,2013,male,male,Drawings & Prints,,,,,,,,,,
30437,2013,male,male,Painting & Sculpture,,,,,,,,,,
44334,2013,male,male,Photography,,,,,,,,,,
41752,2013,male,male,Drawings & Prints,,,,,,,,,,
38676,2013,female,non-male,Drawings & Prints,,,,,,,,,,
48640,2013,male,male,Drawings & Prints,,,,,,,,,,
47646,2013,female,non-male,Drawings & Prints,,,,,,,,,,
48637,2013,male,male,Drawings & Prints,,,,,,,,,,
69823,2013,male,male,Drawings & Prints,,,,,,,,,,
48752,2013,female,non-male,Drawings & Prints,,,,,,,,,,
47676,2013,female,non-male,Drawings & Prints,,,,,,,,,,
48748,2013,male,male,Drawings & Prints,,,,,,,,,,
37243,2013,male,male,Drawings & Prints,,,,,,,,,,
48747,2013,female,non-male,Drawings & Prints,,,,,,,,,,
7540,2013,male,male,Media and Performance,,,,,,,,,,
44437,2013,female,non-male,Drawings & Prints,,,,,,,,,,
44442,2013,male,male,Architecture & Design,,,,,,,,,,
44443,2013,male,male,Architecture & Design,,,,,,,,,,
14265,2013,male,male,Drawings & Prints,,,,,,,,,,
44528,2013,male,male,Architecture & Design,,,,,,,,,,
44540,2013,male,male,Film,,,,,,,,,,
44705,2013,male,male,Film,,,,,,,,,,
44598,2013,male,male,Architecture & Design,,,,,,,,,,
44610,2013,male,male,Architecture & Design,,,,,,,,,,
44638,2013,male,male,Painting & Sculpture,,,,,,,,,,
45268,2013,male,male,Drawings & Prints,,,,,,,,,,
46288,2013,male,male,Drawings & Prints,,,,,,,,,,
42628,2013,male,male,Media and Performance,,,,,,,,,,
18996,2013,male,male,Photography,,,,,,,,,,
38770,2013,male,male,Drawings & Prints,,,,,,,,,,
46875,2013,male,male,Drawings & Prints,,,,,,,,,,
46874,2013,male,male,Drawings & Prints,,,,,,,,,,
39998,2013,male,male,Drawings & Prints,,,,,,,,,,
46296,2013,male,male,Drawings & Prints,,,,,,,,,,
48628,2013,male,male,Drawings & Prints,,,,,,,,,,
41145,2013,male,male,Drawings & Prints,,,,,,,,,,
34740,2013,male,male,Drawings & Prints,,,,,,,,,,
31375,2013,female,non-male,Drawings & Prints,,,,,,,,,,
46294,2013,male,male,Drawings & Prints,,,,,,,,,,
46870,2013,female,non-male,Drawings & Prints,,,,,,,,,,
43702,2014,male,male,Drawings & Prints,,,,,,,,,,
45651,2014,male,male,Drawings & Prints,,,,,,,,,,
32856,2014,male,male,Architecture & Design,,,,,,,,,,
37496,2014,female,non-male,Architecture & Design,,,,,,,,,,
46261,2014,female,non-male,Photography,,,,,,,,,,
46315,2014,male,male,Photography,,,,,,,,,,
46325,2014,male,male,Media and Performance,,,,,,,,,,
46326,2014,male,male,Architecture & Design,,,,,,,,,,
46372,2014,male,male,Architecture & Design,,,,,,,,,,
43916,2014,male,male,Architecture & Design,,,,,,,,,,
44727,2014,male,male,Photography,,,,,,,,,,
46319,2014,male,male,Architecture & Design,,,,,,,,,,
44653,2014,male,male,Media and Performance,,,,,,,,,,
42569,2014,male,male,Drawings & Prints,,,,,,,,,,
45012,2014,male,male,Media and Performance,,,,,,,,,,
45800,2014,male,male,Painting & Sculpture,,,,,,,,,,
46033,2014,male,male,Painting & Sculpture,,,,,,,,,,
46175,2014,female,non-male,Photography,,,,,,,,,,
44054,2014,male,male,Architecture & Design,,,,,,,,,,
46384,2014,male,male,Architecture & Design,,,,,,,,,,
44833,2014,male,male,Architecture & Design,,,,,,,,,,
27397,2014,male,male,Architecture & Design,,,,,,,,,,
45532,2014,male,male,Architecture & Design,,,,,,,,,,
44904,2014,male,male,Architecture & Design,,,,,,,,,,
44956,2014,male,male,Architecture & Design,,,,,,,,,,
45185,2014,male,male,Architecture & Design,,,,,,,,,,
43822,2014,male,male,Architecture & Design,,,,,,,,,,
41241,2014,male,male,Photography,,,,,,,,,,
44774,2014,male,male,Photography,,,,,,,,,,
41224,2014,male,male,Photography,,,,,,,,,,
45099,2014,male,male,Media and Performance,,,,,,,,,,
45094,2014,female,non-male,Photography,,,,,,,,,,
45045,2014,male,male,Media and Performance,,,,,,,,,,
37440,2014,male,male,Painting & Sculpture,,,,,,,,,,
43050,2014,female,non-male,Photography,,,,,,,,,,
40680,2014,male,male,Photography,,,,,,,,,,
44503,2014,male,male,Architecture & Design,,,,,,,,,,
43052,2014,male,male,Photography,,,,,,,,,,
43339,2014,male,male,Drawings & Prints,,,,,,,,,,
44646,2014,male,male,Architecture & Design,,,,,,,,,,
44647,2014,male,male,Architecture & Design,,,,,,,,,,
44648,2014,male,male,Architecture & Design,,,,,,,,,,
30845,2014,male,male,Drawings & Prints,,,,,,,,,,
44064,2014,male,male,Architecture & Design,,,,,,,,,,
33095,2014,male,male,Architecture & Design,,,,,,,,,,
44922,2014,male,male,Architecture & Design,,,,,,,,,,
88,2014,male,male,Architecture & Design,,,,,,,,,,
45801,2014,male,male,Painting & Sculpture,,,,,,,,,,
45807,2014,female,non-male,Painting & Sculpture,,,,,,,,,,
45810,2014,male,male,Drawings & Prints,,,,,,,,,,
45461,2014,male,male,Architecture & Design,,,,,,,,,,
45951,2014,female,non-male,Photography,,,,,,,,,,
45585,2014,male,male,Architecture & Design,,,,,,,,,,
45961,2014,male,male,Media and Performance,,,,,,,,,,
29857,2014,male,male,Painting & Sculpture,,,,,,,,,,
45747,2014,female,non-male,Drawings & Prints,,,,,,,,,,
45771,2014,male,male,Drawings & Prints,,,,,,,,,,
45982,2014,male,male,Drawings & Prints,,,,,,,,,,
45152,2014,male,male,Photography,,,,,,,,,,
37299,2014,female,non-male,Media and Performance,,,,,,,,,,
45238,2014,male,male,Media and Performance,,,,,,,,,,
45354,2014,male,male,Architecture & Design,,,,,,,,,,
45375,2014,male,male,Drawings & Prints,,,,,,,,,,
45463,2014,male,male,Photography,,,,,,,,,,
45464,2014,male,male,Photography,,,,,,,,,,
45203,2014,female,non-male,Drawings & Prints,,,,,,,,,,
40568,2014,male,male,Media and Performance,,,,,,,,,,
45664,2014,male,male,Drawings & Prints,,,,,,,,,,
45515,2014,female,non-male,Architecture & Design,,,,,,,,,,
45535,2014,male,male,Film,,,,,,,,,,
45549,2014,male,male,Architecture & Design,,,,,,,,,,
45391,2014,male,male,Painting & Sculpture,,,,,,,,,,
45581,2014,male,male,Photography,,,,,,,,,,
45626,2014,female,non-male,Media and Performance,,,,,,,,,,
46418,2014,male,male,Architecture & Design,,,,,,,,,,
46961,2014,male,male,Drawings & Prints,,,,,,,,,,
46962,2014,female,non-male,Painting & Sculpture,,,,,,,,,,
44068,2014,male,male,Photography,,,,,,,,,,
45744,2014,male,male,Photography,,,,,,,,,,
46637,2014,male,male,Drawings & Prints,,,,,,,,,,
45282,2014,male,male,Drawings & Prints,,,,,,,,,,
46581,2014,male,male,Media and Performance,,,,,,,,,,
46895,2014,male,male,Painting & Sculpture,,,,,,,,,,
46896,2014,male,male,Painting & Sculpture,,,,,,,,,,
46663,2014,female,non-male,Drawings & Prints,,,,,,,,,,
46664,2014,female,non-male,Drawings & Prints,,,,,,,,,,
42611,2014,male,male,Drawings & Prints,,,,,,,,,,
46421,2014,male,male,Architecture & Design,,,,,,,,,,
46725,2014,male,male,Painting & Sculpture,,,,,,,,,,
42350,2014,male,male,Architecture & Design,,,,,,,,,,
42349,2014,male,male,Architecture & Design,,,,,,,,,,
42348,2014,male,male,Architecture & Design,,,,,,,,,,
42347,2014,male,male,Architecture & Design,,,,,,,,,,
42346,2014,male,male,Architecture & Design,,,,,,,,,,
42345,2014,male,male,Architecture & Design,,,,,,,,,,
36892,2014,male,male,Media and Performance,,,,,,,,,,
47097,2014,female,non-male,Media and Performance,,,,,,,,,,
47100,2014,female,non-male,Media and Performance,,,,,,,,,,
47104,2014,female,non-male,Media and Performance,,,,,,,,,,
47140,2014,male,male,Drawings & Prints,,,,,,,,,,
46453,2014,male,male,Architecture & Design,,,,,,,,,,
46394,2014,male,male,Photography,,,,,,,,,,
45124,2014,male,male,Photography,,,,,,,,,,
46419,2014,male,male,Architecture & Design,,,,,,,,,,
33046,2014,female,non-male,Architecture & Design,,,,,,,,,,
46478,2014,male,male,Architecture & Design,,,,,,,,,,
46488,2014,male,male,Architecture & Design,,,,,,,,,,
46451,2014,male,male,Architecture & Design,,,,,,,,,,
41291,2014,female,non-male,Drawings & Prints,,,,,,,,,,
46582,2014,female,non-male,Architecture & Design,,,,,,,,,,
47183,2015,male,male,Media and Performance,,,,,,,,,,
47821,2015,male,male,Media and Performance,,,,,,,,,,
49125,2015,male,male,Drawings & Prints,,,,,,,,,,
7290,2015,male,male,Architecture & Design,,,,,,,,,,
48863,2015,male,male,Architecture & Design,,,,,,,,,,
48665,2015,male,male,Drawings & Prints,,,,,,,,,,
10328,2015,male,male,Architecture & Design,,,,,,,,,,
47082,2015,female,non-male,Photography,,,,,,,,,,
48527,2015,male,male,Drawings & Prints,,,,,,,,,,
48531,2015,male,male,Drawings & Prints,,,,,,,,,,
48522,2015,male,male,Drawings & Prints,,,,,,,,,,
48525,2015,male,male,Drawings & Prints,,,,,,,,,,
38715,2015,female,non-male,Drawings & Prints,,,,,,,,,,
48538,2015,female,non-male,Drawings & Prints,,,,,,,,,,
48542,2015,female,non-male,Drawings & Prints,,,,,,,,,,
48543,2015,male,male,Drawings & Prints,,,,,,,,,,
48913,2015,male,male,Architecture & Design,,,,,,,,,,
48918,2015,male,male,Architecture & Design,,,,,,,,,,
48914,2015,female,non-male,Architecture & Design,,,,,,,,,,
45943,2015,male,male,Architecture & Design,,,,,,,,,,
48860,2015,male,male,Architecture & Design,,,,,,,,,,
48912,2015,male,male,Architecture & Design,,,,,,,,,,
48859,2015,male,male,Architecture & Design,,,,,,,,,,
49417,2015,male,male,Architecture & Design,,,,,,,,,,
49428,2015,male,male,Architecture & Design,,,,,,,,,,
47983,2015,male,male,Architecture & Design,,,,,,,,,,
45757,2015,female,non-male,Photography,,,,,,,,,,
48070,2015,male,male,Architecture & Design,,,,,,,,,,
48069,2015,female,non-male,Architecture & Design,,,,,,,,,,
46423,2015,male,male,Architecture & Design,,,,,,,,,,
46752,2015,male,male,Photography,,,,,,,,,,
46757,2015,male,male,Photography,,,,,,,,,,
48068,2015,female,non-male,Architecture & Design,,,,,,,,,,
48067,2015,male,male,Architecture & Design,,,,,,,,,,
48066,2015,male,male,Architecture & Design,,,,,,,,,,
48050,2015,female,non-male,Architecture & Design,,,,,,,,,,
48043,2015,male,male,Photography,,,,,,,,,,
48036,2015,male,male,Architecture & Design,,,,,,,,,,
45756,2015,male,male,Photography,,,,,,,,,,
44749,2015,male,male,Architecture & Design,,,,,,,,,,
48071,2015,male,male,Architecture & Design,,,,,,,,,,
1556,2015,male,male,Architecture & Design,,,,,,,,,,
48057,2015,female,non-male,Drawings & Prints,,,,,,,,,,
47977,2015,male,male,Architecture & Design,,,,,,,,,,
47974,2015,male,male,Architecture & Design,,,,,,,,,,
47956,2015,male,male,Drawings & Prints,,,,,,,,,,
48017,2015,male,male,Drawings & Prints,,,,,,,,,,
48033,2015,male,male,Architecture & Design,,,,,,,,,,
48032,2015,male,male,Architecture & Design,,,,,,,,,,
40667,2015,male,male,Photography,,,,,,,,,,
48014,2015,male,male,Architecture & Design,,,,,,,,,,
48012,2015,male,male,Architecture & Design,,,,,,,,,,
7357,2015,male,male,Architecture & Design,,,,,,,,,,
48234,2015,male,male,Architecture & Design,,,,,,,,,,
48011,2015,male,male,Architecture & Design,,,,,,,,,,
48013,2015,male,male,Architecture & Design,,,,,,,,,,
48010,2015,male,male,Architecture & Design,,,,,,,,,,
48086,2015,male,male,Architecture & Design,,,,,,,,,,
48662,2015,female,non-male,Drawings & Prints,,,,,,,,,,
48661,2015,female,non-male,Drawings & Prints,,,,,,,,,,
48660,2015,female,non-male,Drawings & Prints,,,,,,,,,,
28972,2015,female,non-male,Drawings & Prints,,,,,,,,,,
48659,2015,male,male,Drawings & Prints,,,,,,,,,,
48658,2015,male,male,Drawings & Prints,,,,,,,,,,
1199,2015,male,male,Drawings & Prints,,,,,,,,,,
47466,2015,male,male,Architecture & Design,,,,,,,,,,
45409,2015,male,male,Painting & Sculpture,,,,,,,,,,
48664,2015,male,male,Drawings & Prints,,,,,,,,,,
134524,2015,male,male,Architecture & Design,,,,,,,,,,
48621,2015,male,male,Painting & Sculpture,,,,,,,,,,
44060,2015,male,male,Architecture & Design,,,,,,,,,,
